sent_1,sent_2,sim,label,rand_id
The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,4.9,ENTAILMENT,6083
A man is sitting on the grass and drinking from a water bottle,A man is sitting on the lawn and drinking from a water bottle,4.8,ENTAILMENT,8282
A man is dancing on a roof ,A top violin player is standing on the roof over a man,2.7,NEUTRAL,3342
A man and a woman are driving down the street in a jeep,Two persons are driving down the street in a jeep,4.5,ENTAILMENT,5898
A man in a blue cowboy hat is riding a white horse,A man is riding a dirty horse on a blue road,2.7,NEUTRAL,7876
A few men are cheerfully playing cricket,People are playing cricket,4.4,ENTAILMENT,2188
A lion is slowly moving around,A person is slicing a carrot into pieces,1.0,NEUTRAL,9780
The guitar is being played by nobody,A boat is sailing peacefully over the water,1.0,NEUTRAL,1671
A little dog is running on the sand,No little dog is running on the sand,2.5,CONTRADICTION,8924
A man is recklessly riding a horse,The elephant is being ridden by the woman,1.0,NEUTRAL,1733
A man is picking up a tree,A man is dropping a tree,3.5,NEUTRAL,1563
The man is funnily playing the piano with his nose,A man is playing the keyboard with his nose,4.7,ENTAILMENT,2440
A person is cutting a capsicum into pieces,The person is not slicing a clove of garlic into pieces,3.5,ENTAILMENT,2689
Several kids are jumping on a trampoline,A man is jumping on a trampoline,3.6,NEUTRAL,4142
A man is putting garlic on some slices of bread,A man is sprinkling seasoning on several sliced and buttered loaves of bread,4.3,ENTAILMENT,2198
A man is making a sketch,The man is drawing,4.9,ENTAILMENT,4329
Two children are playing on a statue,A climber is parking with the children by a small statue,3.2,NEUTRAL,7353
The wave is being ridden by a surfer,A woman in a yellow shirt is surfing on a pink surfboard,3.6,NEUTRAL,6176
A woman is not slicing garlic,A woman is slicing an onion,3.5,NEUTRAL,4686
A person who is practicing snowboarding falls from the air,A person who is practicing snowboarding jumps into the air,3.5,NEUTRAL,1033
A person is peeling a banana,There is no man reading an email,1.1,NEUTRAL,4997
Two men are not fighting,Some men are fighting,4.0,NEUTRAL,4567
The young man is not rock climbing,The young man is rock climbing,4.2,CONTRADICTION,8155
The man with a hard hat is dancing,A man is wearing a hard hat and dancing,5.0,ENTAILMENT,2627
A baby is playing with a dog ,A small boy is scolding a dog,3.0,NEUTRAL,2132
A young woman is playing the guitar,A man is preparing some dish,1.2,NEUTRAL,9921
Three boys are rocking the walk along the river,Three boys are walking on rocks along a river,3.5,NEUTRAL,6765
The man is racing for the lead ,A man is leading the race,3.7,NEUTRAL,715
Two dogs are looking at something that is splashing in the water,Some dogs are playing in a stream,3.0,NEUTRAL,7821
A woman in a bikini is pulling a cat on a leash at the beach,A woman is standing at the beach with a dog on a leash,3.2,NEUTRAL,8955
One man is doing a bicycle trick in midair,The air is tricking a performing cyclist,3.0,NEUTRAL,672
A woman is playing with two young boys at a park,A lady is standing near three children,3.0,NEUTRAL,6310
A purple crowd of people is eating on various red lit restaurant tables,A large group of Asian people is eating at a restaurant,3.1,NEUTRAL,186
Four children are doing backbends in the gym,Four girls are doing backbends and playing outdoors,3.8,NEUTRAL,105
A man is climbing a rope,A man is coming down a rope,4.3,NEUTRAL,4002
A dog is catching a ball in mid air,A brown and white dog is resting on the ground with a tennis ball in its mouth,3.2,NEUTRAL,7239
A woman is cutting a potato,An onion is being sliced by a woman,3.2,NEUTRAL,4665
Three friends are making faces for the camera,Three friends are making faces for a photo,5.0,ENTAILMENT,9319
A man and a woman are standing in front of an art gallery and are looking at a map,A man and a woman are standing in front of an art gallery and are looking at a signboard ,3.8,NEUTRAL,8914
The boy and the girl are playing and wearing arm floats,The boy and the girl are not playing and wearing arm floats,3.6,CONTRADICTION,6164
The dog is running through the dry sand,A dog is running on the beach,4.2,NEUTRAL,8294
Someone is stirring a pot of chili with a spoon,A pot of chili is being stirred by someone with a spoon,5.0,ENTAILMENT,5642
A deer is jumping over a wall,The deer is jumping over the fence,4.0,NEUTRAL,1481
There is no man and child kayaking through gentle waters,A man and a young boy are riding in a yellow kayak,3.9,NEUTRAL,7402
Two small boys dressed in tuxedos are sitting on a red carpeted floor,Two small boys dressed in tuxedos are standing on a red carpeted floor,3.9,NEUTRAL,7185
A woman on a boulder is lying on a blanket and reading a book,A woman on a rock is lying on a blanket and reading a book,4.615,ENTAILMENT,2724
A small guinea pig is gnawing and eating a piece of carrot on the floor,There is no small guinea pig gnawing and eating a piece of carrot on the floor,3.2,CONTRADICTION,2792
The baby is being put into a trash can by a woman,A woman is putting the baby into a trash can,4.9,ENTAILMENT,1935
There is no man reading the email,A man is reading the email,3.365,CONTRADICTION,5427
"A dog, which is black, is running in the grass",A black dog is running in the grass,5.0,ENTAILMENT,6280
A child is slowly waking up,A child is waking up,4.5,ENTAILMENT,3972
A man is eating a pizza,A pizza is being eaten by a man,4.9,ENTAILMENT,4109
There is no young boy covered in grass jumping near a wooden fence,A young boy covered in grass is jumping near a wooden fence,3.4,CONTRADICTION,7143
A woman is chopping an onion,A woman is washing her feet,1.0,NEUTRAL,1427
Some ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,3.7,NEUTRAL,2670
A small monkey is walking in the river,A monkey is wading through a marsh,3.9,NEUTRAL,1219
A man in green is hitting a soccer ball and a man in purple and white is falling down,A man in green is kicking a soccer ball and a man in purple and white is falling down,4.4,ENTAILMENT,9377
Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two girls are wearing brown shirts and are tugging at a rope on a wooden platform,3.5,NEUTRAL,6991
The bunch of men are playing rugby on a muddy field,Some men are idling,2.2,NEUTRAL,7581
Two kids and a man are playing games at an arcade,Two kids and a woman are playing games at an arcade,3.7,NEUTRAL,8110
Two people are stopping on a motorcycle,Two people are riding a bike,2.9,ENTAILMENT,2868
A black and orange bird is standing on the lawn,A black bird with a yellow beak is standing in the green grass,3.7,NEUTRAL,8702
"The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike",A pedestrian woman is building pink bicycles for boa wearing riders,2.4,NEUTRAL,526
A man is pouring liquid into a pot,There is no man pouring liquid into a pot,3.7,CONTRADICTION,1588
A man is screaming,A man is scared,3.6,NEUTRAL,1396
A man is standing bare-chested beside a yellow canoe on some rocks with water in the background,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,3.7,NEUTRAL,7629
A person is not quickly chopping mushrooms with a knife,A person is quickly chopping mushrooms with a knife,3.5,CONTRADICTION,4269
A white bird is swiftly taking off from the water,A white bird is landing swiftly in the water,3.6,NEUTRAL,5986
A baby is talking,The child is silent,2.6,NEUTRAL,5197
A man is playing the guitar,A woman is slicing an octopus,1.0,NEUTRAL,5380
A large white crane is flying near the water,A white bird is swiftly taking off from the water,4.1,NEUTRAL,5989
A person is making a bed,A person is eating at a table,1.4,NEUTRAL,5659
The man is feeding the snake with a mouse,The man is feeding the snake with an animal,4.635,ENTAILMENT,5545
A door is being opened by a man,A bald man in a band is playing guitar in the spotlight,1.1,NEUTRAL,9993
A young boy is jumping out of the water,A child is wearing a yellow jacket and is jumping down from a rock,2.2,NEUTRAL,8766
A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,4.0,NEUTRAL,7634
The lady is slicing a tomato,There is no one cutting a tomato,3.0,CONTRADICTION,2404
The violin is being played by a little girl on a beach,A woman is cooking fish,1.0,NEUTRAL,9981
A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,A boy is standing in front of the blue building in the space reserved for handicapped people,2.4,NEUTRAL,1007
A large white dog is jumping in the air over a snowy area,A small white dog is jumping up in the snow,3.6,NEUTRAL,9045
The man is kicking a boxing trainer,The man is kick boxing with a trainer,3.65,ENTAILMENT,2715
Some ingredients are being mixed in a bowl by a person,Some ingredients are being separated in a bowl by a person,4.6,NEUTRAL,1628
The girl is lounging,A man is exercising,1.2,NEUTRAL,3901
A snowboarder is doing a flip over a mound of snow,Somebody is jumping in the air on a board,3.3,NEUTRAL,6934
Two men are fighting in a cow pasture,Two men are fighting in a pasture for cows,4.9,ENTAILMENT,2937
A dog is teasing a monkey at the zoo,A monkey is pulling a dog's tail,3.4,NEUTRAL,4813
A boy is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain,3.4,NEUTRAL,8368
The kid is sliding in the snow,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,2.7,NEUTRAL,769
A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water,4.9,ENTAILMENT,3250
Five wooden stands are in front of each child's hut,Five kids are standing close together and one kid has a gun,2.3,NEUTRAL,127
The bunch of men are playing rugby on a field full of mud,Some men are playing rugby,4.5,ENTAILMENT,7582
A man is sitting near a bike and is writing a note,A man is standing near a bike and is writing on a piece paper,3.6,NEUTRAL,394
A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,3.7,CONTRADICTION,6077
A few men are watching cricket,A few men are playing cricket,3.6,NEUTRAL,2183
A woman is cutting garlic,A woman is slicing an onion,2.9,NEUTRAL,4685
The small child is wading through the water and is being guided by another person,The small child is not wading through the water and is not being guided by another person,4.5,CONTRADICTION,6035
A man is squatting in brush and taking a photograph,There is no man squatting in brush and taking a photograph,3.7,CONTRADICTION,7807
A girl is wearing jeans and a pink shirt and is running,A little boy in a pink shirt is running under a tree in the desert,2.8,NEUTRAL,6330
A woman is talking to a man,A man is talking to a woman,4.5,ENTAILMENT,5761
A person is chopping a red onion,A person is chopping an onion,4.6,ENTAILMENT,1385
A woman is riding a water scooter,A woman is riding a scooter towards the water,3.815,NEUTRAL,3375
A photographer is being surrounded by men,A man in a suit is being surrounded by photographers,3.1,NEUTRAL,7985
