sent_1	sent_2	sim
Hagel aseguró que sla causa fundamental ha sido una falta de atención y recursos sostenidas, lo que ha permitido que el arsenal nuclear sse deteriorase desde el final de la Guerra Frías.	sLa raíz del problema ha sido la falta de concentración, atención y recursos, lo que crea la sensación generalizada de que la carrera nuclear ofrece escasas oportunidades de desarrollo y avances.	1
El fundador de la Iglesia Mormona, Joseph Smith, se casó con hasta 40 mujeres, entre ellas algunas casadas e incluso una adolescente de 14 años, según admitió la iglesia mormona en un sorprendente ensayo.	Smith habría ssellados uniones, no todas consumadas, con mujeres ya casadas y con una joven de 14 años.	2
Janina Kolkiewicz despertó dentro de una bolsa para cadáveres horas después de que un médico hubiese certificado su fallecimiento.	Fue dentro de una bolsa para cadáveres en una casa funeraria en el este de Polonia.	1.8
Según la acusación del Ministerio Público, que acogió la corte, el religioso aprovechándose de su condición de guía espiritual del establecimiento educativo sustraía constantemente de la sala de clases a una de las niñas para cometer los abusos entre los años 2007 y 2012.	Diez años después el sacerdote fue acusado por los padres de dos alumnas de aprovecharse de su condición de guía espiritual del establecimiento para sustraerlas constantemente de la sala de clases y abusar sexualmente de ellas.	2.6
En particular, Rosetta investiga el papel que puedan haber jugado los cometas a la hora de traer el agua a la tierra, y quizás incluso la vida.	Rosetta ayudará a descubrir si los cometas intervinieron en la formación de vida en la Tierra.	2.4
Las ONG denuncian la existencia de cuotas en algunos Estados de India que llevan a las autoridades a llevar a cabo esterilizaciones forzadas en condiciones higiénicas deplorables.	Grupos activistas denuncian que los incentivos de pago y las cuotas de esterilizaciones que se fijan los estados llevan a las autoridades locales a forzar a las pacientes a ser operadas, en lugar de recomendarles otros métodos anticonceptivos.	2.6
Un hombre vestido como un estudiante detonó la bomba cuando los escolares se encontraban reunidos en una asamblea antes de empezar las clases en un colegio de Potiskum, capital de la provincia de Yobe, donde actúa el grupo terrorista Boko Haram.	La tragedia podía haber sido mayor, ya que en el momento de la explosión, alrededor de las 8:00 de la mañana, hora local, estaban reunidos unos 2.000 estudiantes en una asamblea antes de empezar las clases en un colegio de Potiskum, cercano a Damaturu, capital de Yobe.	2
A las 9.35 de la mañana, hora española, el módulo Philae fue liberado por la nave Rosetta y el contacto con el cometa se produjo a las 16.38.	El módulo Philae se separó de Rosetta con éxito y continúa hacia el cometa.	2.2
El ministro de Exteriores de Rusia, Serguéi Lavrov, y el secretario de Estado de EEUU, John Kerry, pidieron hoy una reunión urgente entre Ucrania y los separatistas prorrusos, con mediación de Rusia y la OSCE, en Minsk.	El ministro de Exteriores ruso, Sergei Lavrov, ha defendido ante el secretario de Estado norteamericano, John Kerry, la necesidad de un sdiálogo directos entre el Gobierno ucraniano y las regiones separatistas de Donetsk y Lugansk, en el este del país.	3.2
Ese personal militar no tendrá un papel de combate, sino que su misión será entrenar, asesorar y ayudar a las Fuerzas de Seguridad iraquíes, incluidas las tropas kurdas, añade Efe.	Estas tropas no combatirán en el terreno y servirán “para entrenar, aconsejar y asistir las fuerzas de seguridad iraquíes, incluyendo las fuerzas kurdas”, añadió.	3
Suecia ha sido el primer país de la UE que ha reconocido unilateralmente al Estado palestino , lo que ha provocado las protestas diplomáticas de Israel.	De momento, Suecia es el único país europeo que ha reconocido oficialmente a Palestina como Estado.	3.2
El ex líder soviético Mijail Gorbachov, uno de los grandes responsables de la apertura del Telón de Acero, quiere interceder a favor del presidente ruso, Vladimir Putin, en su encuentro con la canciller alemana, Angela Merkel, con motivo del 25 aniversario de la caída del Muro de Berlín.	El último dirigente soviético, Mijail Gorbachov, anunció este jueves que defenderá la gestión del presidente ruso Vladimir Putin en el conflicto ucraniano cuando viaje a Alemania con motivo de los 25 años de la conmemoración de la caída del Muro de Berlín.	3.4
El presidente ruso, Vladimir Putin, tuvo un gesto caballeroso con la primera dama de China, Peng Liyuan, durante la XXII Cumbre del Foro de Cooperación Económica Asia-Pacífico , que ha sido interpretado en medios internacionales como un “coqueteo”.	El incidente ocurrido durante la cumbre del Foro de Cooperación Económica Asia-Pacífico fue transmitido inicialmente por la televisora estatal CCTV y se extendió en internet.	1.8
El alto tribunal comunitario, con sede en Luxemburgo, señala que los ciudadanos comunitarios que no ejerzan una actividad económica y que se trasladen a otro Estado miembro con el único objetivo de obtener una ayuda social spueden ser excluidos de la percepción de determinadas prestacioness.	Según el fallo, un Estado miembro «debe contar con la posibilidad de denegar las prestaciones sociales a ciudadanos de la Unión que no desarrollen una actividad económica y que ejerzan su libertad de circulación con el único objetivo de percibir la ayuda social de otro Estado miembro cuando no disponen de recursos suficientes para optar al derecho de residencia», señala el auto.	3.2
El vicepresidente Joe Biden formuló el anuncio en el Banco Interamericano de Desarrollo, donde los mandatarios de las tres naciones centroamericanas le presentaron este viernes un plan para reducir el flujo de niños que emigran de manera irregular al norte.	El vicepresidente habló en una conferencia del Banco Interamericano de Desarrollo , en la que los presidentes de Honduras, Guatemala y El Salvador presentaron su plan sAlianza para la Prosperidad en el Triángulo Nortes.	2.6
Este martes la lava del Kilauea, volcán de la sIsla Grandes de Hawái , destruyó su primera vivienda en el pueblo de Pahoa sin dejar heridos.	10 --La lava que avanza por la Isla Grande de Hawái desde el 27 de junio se llevó este lunes a la primera casa en la ciudad de Pahoa.	2.6
Aunque los servicios de emergencia trataron de mantenerlo con vida, la descarga eléctrica de 50.000 voltios, acabó con él.	Los agentes le provocaron una descarga eléctrica de 50.000 voltios con una pistola de aturdimiento, según informó este viernes el diario “The Independent”.	2.6
El Departamento de Justicia recaba información de miles de teléfonos móviles mediante dispositivos similares a antenas de telefonía celular colocados en avionetas, como parte de un programa creado para obtener datos de sospechosos.	De acuerdo con el diario estadounidense The Wall Street Journal el Departamento de Justicia de Estados Unidos esía a miles de usuarios y recaba información de teléfonos móviles mediante dispositivos que simulan ser antenas de telefonía celular colocadas en avionetas.	2.8
Aunque con 425 millones de fieles, América Latina contiene el 40% de la población católica del mundo, cada vez son más los cristianos que se dicen protestantes.	América Latina posee más de 425 millones de católicos que representan casi el 40% de la población católica en todo el mundo, pero el número de fieles que busca otra denominación aumenta sostenidamente, en su mayoría en denominaciones protestantes.	3.4
Ollanta Humala da al papa Francisco una camiseta de Perú para que lo ayude a ir al mundial.	Ollanta Humala se reunió con el Papa Francisco en El Vaticano.	1.8
“Las fuerzas iraquíes se dirigen hacia la refinería”, ha confirmado Ahmed al Krayim, el responsable del Consejo Provincial de Saladino, al que pertenece Baiji, a la agencia France Presse.	''Las fuerzas iraquíes fueron capaces de recuperar el control completo de la ciudad de Baiji'', dijo Ahmed al Krayim, jefe del consejo provincial de Salah ad Din.	2.4
“Ninguno de estos mostró probabilidad de parentesco biológico con los 43 normalistas.	sEl EAAF ha obtenido resultados genéticos del Laboratorio The Bode Technology Group ubicado en Estados Unidos, sobre 24 de 30 restos recuperados en Cerro Viejo.	2
Las mujeres fueron operadas el sábado en un campamento de planificación familiar y a las pocas horas algunas de ellas empezaron a sentirse mal.	Las mujeres que se sometieron a la cirugía el sábado recibieron un pago de 10 dólares cada una, y las 83 fueron operadas en cuestión de seis horas, dijo el director médico del estado, el doctor S.K. Mandal a The Associated Press por teléfono.	2.2
Aunque con 425 millones de fieles, América Latina contiene el 40% de la población católica del mundo, cada vez son más los cristianos que se dicen protestantes.	América Latina posee más de 425 millones de católicos que representan casi el 40% de la población católica en todo el mundo, pero el número de fieles que busca otra denominación aumenta sostenidamente, en su mayoría en denominaciones protestantes.	3.6
El número de infectados por la epidemia de ébola en África Occidental ya ha superado las 14.098 personas contagiadas, de las cuales 5.160 han muerto, según el último informe de la Organización Mundial de la Salud .	La actual epidemia de ébola ha dejado 4.960 muertos, de un total de 13.268 casos en ocho países, por lo esencial en Liberia, Sierra Leona y Guinea, según el último balance de la Organización Mundial de la Salud .	1.6
Bae y Miller llegaron hacia las 21, hora local , a la base conjunta Lewis-McChord en el estado de Washington.	Kenneth Bae es recibido por su familia en la Base Aérea Lewis-McChord en Fort Lewis, estado de Washington.	2.2
Sin embargo desde Kiev se negó que esté en marcha una nueva ofensiva militar en el este del país.	Medios rusos informaban esta tarde de un ataque relámpago con tanques y blindados contra las posiciones rebeldes en torno a Donetsk.	1
El Tribunal de Justicia de la Unión Europea confirmó que los Estados de la UE no están obligados a sostener a los ciudadanos que no ejerzan ninguna actividad económica en su nación de acogida.	El TJUE emitió hoy, martes 11 de noviembre de 2014, una sentencia que indica que los países de la UE pueden excluir de algunas de sus ayudas sociales a los ciudadanos comunitarios que se trasladen a uno de ellos sin ejercer una actividad económica y solicitan ese tipo de prestaciones.	3
